iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ECU,South America,Ecuador,19/6/2020,49731.0,634.0,564.714,4156.0,69.0,46.857,2.818.729,35.935,32.008,235.56,3.911,2.656,1.11,,,,,,,,,1879.0,97575.0,5.531,0.107,1431.0,0.081,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,20/6/2020,49731.0,0.0,482.143,4156.0,0.0,40.286,2.818.729,0.0,27.328,235.56,0.0,2.283,1.11,,,,,,,,,1466.0,99041.0,5.614,0.083,1442.0,0.082,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,21/6/2020,50640.0,909.0,555.571,4223.0,67.0,46.714,2870.25,51.522,31.49,239.358,3.798,2.648,1.14,,,,,,,,,1227.0,100268.0,5.683,0.07,1489.0,0.084,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,22/6/2020,50640.0,0.0,474.0,4223.0,0.0,42.0,2870.25,0.0,26.866,239.358,0.0,2.381,1.14,,,,,,,,,488.0,100756.0,5.711,0.028,1379.0,0.078,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,23/6/2020,51643.0,1003.0,528.571,4274.0,51.0,43.429,2927.1,56.85,29.959,242.248,2.891,2.462,1.16,,,,,,,,,2099.0,102855.0,5.83,0.119,1413.0,0.08,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,24/6/2020,51643.0,0.0,450.429,4274.0,0.0,38.143,2927.1,0.0,25.53,242.248,0.0,2.162,1.17,,,,,,,,,1717.0,104572.0,5.927,0.097,1478.0,0.084,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,25/6/2020,53156.0,1513.0,579.857,4343.0,69.0,36.571,3.012.856,85.756,32.866,246.159,3.911,2.073,1.19,,,,,,,,,1904.0,106476.0,6.035,0.108,1540.0,0.087,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,26/6/2020,53856.0,700.0,589.286,4406.0,63.0,35.714,3.052.532,39.676,33.4,249.73,3.571,2.024,1.19,,,,,,,,,1995.0,108471.0,6.148,0.113,1557.0,0.088,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,27/6/2020,54574.0,718.0,691.857,4424.0,18.0,38.286,3.093.228,40.696,39.214,250.75,1.02,2.17,1.19,,,,,,,,,1468.0,109939.0,6.231,0.083,1557.0,0.088,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,28/6/2020,55255.0,681.0,659.286,4429.0,5.0,29.429,3.131.826,38.599,37.368,251.034,0.283,1.668,1.19,,,,,,,,,1584.0,111523.0,6.321,0.09,1608.0,0.091,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,29/6/2020,55665.0,410.0,717.857,4502.0,73.0,39.857,3.155.065,23.239,40.688,255.171,4.138,2.259,1.2,,,,,,,,,1322.0,112845.0,6.396,0.075,1727.0,0.098,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,30/6/2020,56432.0,767.0,684.143,4527.0,25.0,36.143,3.198.538,43.473,38.777,256.588,1.417,2.049,1.2,,,,,,,,,2065.0,114910.0,6.513,0.117,1722.0,0.098,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,1/7/2020,58257.0,1825.0,944.857,4576.0,49.0,43.143,3.301.978,103.44,53.554,259.365,2.777,2.445,1.21,,,,,,,,,2693.0,117603.0,6.666,0.153,1862.0,0.106,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/7/2020,59468.0,1211.0,901.714,4639.0,63.0,42.286,3.370.617,68.639,51.109,262.936,3.571,2.397,1.18,,,,,,,,,2743.0,120346.0,6.821,0.155,1981.0,0.112,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/7/2020,60657.0,1189.0,971.571,4700.0,61.0,42.0,3.438.009,67.392,55.068,266.394,3.457,2.381,1.16,,,,,,,,,2285.0,122631.0,6.951,0.13,2023.0,0.115,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/7/2020,61535.0,878.0,994.429,4769.0,69.0,49.286,3.487.774,49.765,56.364,270.305,3.911,2.793,1.14,,,,,,,,,2104.0,124735.0,7.07,0.119,2114.0,0.12,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,5/7/2020,61958.0,423.0,957.571,4781.0,12.0,50.286,3.511.749,23.975,54.275,270.985,0.68,2.85,1.13,,,,,,,,,999.0,125734.0,7.127,0.057,2030.0,0.115,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,6/7/2020,62380.0,422.0,959.286,4821.0,40.0,45.571,3.535.668,23.919,54.372,273.252,2.267,2.583,1.12,,,,,,,,,965.0,126699.0,7.181,0.055,1979.0,0.112,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,7/7/2020,63245.0,865.0,973.286,4873.0,52.0,49.429,3.584.696,49.028,55.165,276.199,2.947,2.802,1.11,,,,,,,,,2126.0,128825.0,7.302,0.121,1988.0,0.113,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,8/7/2020,63245.0,0.0,712.571,4873.0,0.0,42.429,3.584.696,0.0,40.388,276.199,0.0,2.405,1.1,,,,,,,,,2397.0,131222.0,7.438,0.136,1946.0,0.11,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,9/7/2020,64221.0,976.0,679.0,4900.0,27.0,37.286,3.640.015,55.319,38.485,277.73,1.53,2.113,1.11,,,,,,,,,1985.0,133207.0,7.55,0.113,1837.0,0.104,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,10/7/2020,65018.0,797.0,623.0,4939.0,39.0,34.143,3.685.188,45.174,35.311,279.94,2.211,1.935,1.12,,,,,,,,,1604.0,134811.0,7.641,0.091,1740.0,0.099,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,11/7/2020,67209.0,2191.0,810.571,5031.0,92.0,37.429,3.809.373,124.185,45.943,285.155,5.215,2.121,1.14,,,,,,,,,2608.0,137419.0,7.789,0.148,1812.0,0.103,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,12/7/2020,67870.0,661.0,844.571,5047.0,16.0,38.0,3.846.838,37.465,47.87,286.061,0.907,2.154,1.12,,,,,,,,,1852.0,139271.0,7.894,0.105,1934.0,0.11,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,13/7/2020,68459.0,589.0,868.429,5063.0,16.0,34.571,3.880.223,33.384,49.222,286.968,0.907,1.959,1.11,,,,,,,,,1331.0,140602.0,7.969,0.075,1986.0,0.113,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,14/7/2020,69570.0,1111.0,903.571,5130.0,67.0,36.714,3.943.194,62.971,51.214,290.766,3.798,2.081,1.1,,,,,,,,,2388.0,142990.0,8.105,0.135,2024.0,0.115,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,15/7/2020,70329.0,759.0,1012.0,5158.0,28.0,40.714,3.986.213,43.02,57.36,292.353,1.587,2.308,1.09,,,,,,,,,2217.0,145207.0,8.23,0.126,1998.0,0.113,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,16/7/2020,71365.0,1036.0,1.020.571,5207.0,49.0,43.857,4.044.933,58.72,57.845,295.13,2.777,2.486,1.08,,,,,,,,,2786.0,147993.0,8.388,0.158,2112.0,0.12,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,17/7/2020,72444.0,1079.0,1.060.857,5250.0,43.0,44.429,4106.09,61.157,60.129,297.567,2.437,2.518,1.07,,,,,,,,,2368.0,150361.0,8.522,0.134,2221.0,0.126,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,18/7/2020,73382.0,938.0,881.857,5282.0,32.0,35.857,4.159.256,53.165,49.983,299.381,1.814,2.032,1.07,,,,,,,,,2087.0,152448.0,8.641,0.118,2147.0,0.122,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,19/7/2020,74013.0,631.0,877.571,5313.0,31.0,38.0,4.195.021,35.765,49.74,301.138,1.757,2.154,1.07,,,,,,,,,1702.0,154150.0,8.737,0.096,2126.0,0.121,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,20/7/2020,74620.0,607.0,880.143,5318.0,5.0,36.429,4.229.425,34.404,49.886,301.422,0.283,2.065,1.07,,,,,,,,,1618.0,155768.0,8.829,0.092,2167.0,0.123,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,21/7/2020,76217.0,1597.0,949.571,5366.0,48.0,33.714,4.319.942,90.517,53.821,304.142,2.721,1.911,1.07,,,,,,,,,3384.0,159152.0,9.021,0.192,2309.0,0.131,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,22/7/2020,77257.0,1040.0,989.714,5418.0,52.0,37.143,4.378.889,58.947,56.097,307.09,2.947,2.105,1.05,,,,,,,,,2291.0,161443.0,9.151,0.13,2319.0,0.131,,,people tested,,,,,,,,,,79.63,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,23/7/2020,78148.0,891.0,969.0,5439.0,21.0,33.143,4429.39,50.501,54.922,308.28,1.19,1.879,1.04,,,,,,,,,2155.0,163598.0,9.273,0.122,2229.0,0.126,,,people tested,,,,,,,,,,81.02,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,24/7/2020,79049.0,901.0,943.571,5468.0,29.0,31.143,4.480.459,51.068,53.481,309.924,1.644,1.765,1.03,,,,,,,,,2114.0,165712.0,9.392,0.12,2193.0,0.124,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,25/7/2020,80036.0,987.0,950.571,5507.0,39.0,32.143,4.536.401,55.943,53.878,312.134,2.211,1.822,1.03,,,,,,,,,2070.0,167782.0,9.51,0.117,2191.0,0.124,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,26/7/2020,80694.0,658.0,954.429,5515.0,8.0,28.857,4.573.696,37.295,54.097,312.587,0.453,1.636,1.03,,,,,,,,,1823.0,169605.0,9.613,0.103,2208.0,0.125,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,27/7/2020,81161.0,467.0,934.429,5532.0,17.0,30.571,4.600.166,26.469,52.963,313.551,0.964,1.733,1.03,,,,,,,,,1126.0,170731.0,9.677,0.064,2138.0,0.121,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,28/7/2020,82279.0,1118.0,866.0,5584.0,52.0,31.143,4.663.533,63.368,49.084,316.498,2.947,1.765,1.03,,,,,,,,,3364.0,174095.0,9.868,0.191,2135.0,0.121,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,29/7/2020,83193.0,914.0,848.0,5623.0,39.0,29.286,4.715.338,51.805,48.064,318.709,2.211,1.66,1.03,,,,,,,,,2113.0,176208.0,9.987,0.12,2109.0,0.12,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,30/7/2020,84370.0,1177.0,888.857,5657.0,34.0,31.143,4782.05,66.712,50.38,320.636,1.927,1.765,1.03,,,,,,,,,2885.0,179093.0,10.151,0.164,2214.0,0.125,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,31/7/2020,85355.0,985.0,900.857,5702.0,45.0,33.429,4837.88,55.829,51.06,323.187,2.551,1.895,1.03,,,,,,,,,2501.0,181594.0,10.293,0.142,2269.0,0.129,,,people tested,,,,,,,,,,78.24,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,1/8/2020,86232.0,877.0,885.143,5736.0,34.0,32.714,4.887.588,49.708,50.169,325.114,1.927,1.854,1.03,,,,,,,,,2451.0,184045.0,10.432,0.139,2323.0,0.132,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/8/2020,86232.0,0.0,791.143,5736.0,0.0,31.571,4.887.588,0.0,44.842,325.114,0.0,1.789,1.03,,,,,,,,,878.0,184923.0,10.481,0.05,2188.0,0.124,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/8/2020,87041.0,809.0,840.0,5767.0,31.0,33.571,4.933.441,45.854,47.611,326.871,1.757,1.903,1.05,,,,,,,,,1413.0,186336.0,10.561,0.08,2229.0,0.126,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/8/2020,87963.0,922.0,812.0,5808.0,41.0,32.0,4985.7,52.259,46.024,329.195,2.324,1.814,1.06,,,,,,,,,2095.0,188431.0,10.68,0.119,2048.0,0.116,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,5/8/2020,88866.0,903.0,810.429,5847.0,39.0,32.0,5.036.881,51.182,45.935,331.405,2.211,1.814,1.06,,,,,,,,,2156.0,190587.0,10.802,0.122,2054.0,0.116,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,6/8/2020,90537.0,1671.0,881.0,5877.0,30.0,31.429,5.131.593,94.711,49.935,333.105,1.7,1.781,1.07,,,,,,,,,3762.0,194349.0,11.016,0.213,2179.0,0.124,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,7/8/2020,91969.0,1432.0,944.857,5897.0,20.0,27.857,5.212.758,81.165,53.554,334.239,1.134,1.579,1.07,,,,,,,,,3508.0,197857.0,11.214,0.199,2323.0,0.132,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,8/8/2020,93572.0,1603.0,1.048.571,5916.0,19.0,25.714,5.303.615,90.857,59.433,335.316,1.077,1.457,1.07,,,,,,,,,4537.0,202394.0,11.472,0.257,2621.0,0.149,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,9/8/2020,94459.0,887.0,1.175.286,5922.0,6.0,26.571,5353.89,50.275,66.615,335.656,0.34,1.506,1.06,,,,,,,,,2335.0,204729.0,11.604,0.132,2829.0,0.16,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,10/8/2020,94701.0,242.0,1.094.286,5932.0,10.0,23.571,5.367.606,13.716,62.024,336.223,0.567,1.336,1.05,,,,,,,,,635.0,205364.0,11.64,0.036,2718.0,0.154,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,11/8/2020,95563.0,862.0,1.085.714,5951.0,19.0,20.429,5.416.464,48.858,61.538,337.3,1.077,1.158,1.04,,,,,,,,,2172.0,207536.0,11.763,0.123,2729.0,0.155,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,12/8/2020,97110.0,1547.0,1.177.714,5984.0,33.0,19.571,5.504.147,87.683,66.752,339.17,1.87,1.109,1.04,,,,,,,,,3656.0,211192.0,11.97,0.207,2944.0,0.167,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,13/8/2020,98343.0,1233.0,1.115.143,6010.0,26.0,19.0,5.574.033,69.886,63.206,340.644,1.474,1.077,1.03,,,,,,,,,3285.0,214477.0,12.156,0.186,2875.0,0.163,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,14/8/2020,99409.0,1066.0,1.062.857,6030.0,20.0,19.0,5.634.453,60.42,60.242,341.777,1.134,1.077,1.02,,,,,,,,,2997.0,217474.0,12.326,0.17,2802.0,0.159,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,15/8/2020,100688.0,1279.0,1.016.571,6065.0,35.0,21.286,5.706.947,72.493,57.619,343.761,1.984,1.206,1.01,,,,,,,,,3689.0,221163.0,12.535,0.209,2681.0,0.152,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,16/8/2020,101542.0,854.0,1.011.857,6070.0,5.0,21.143,5.755.351,48.404,57.352,344.045,0.283,1.198,1.01,,,,,,,,,2679.0,223842.0,12.687,0.152,2730.0,0.155,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,17/8/2020,101751.0,209.0,1.007.143,6083.0,13.0,21.571,5.767.197,11.846,57.084,344.781,0.737,1.223,1.0,,,,,,,,,993.0,224835.0,12.744,0.056,2782.0,0.158,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,18/8/2020,102941.0,1190.0,1054.0,6105.0,22.0,22.0,5.834.645,67.449,59.74,346.028,1.247,1.247,1.0,,,,,,,,,3203.0,228038.0,12.925,0.182,2929.0,0.166,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,19/8/2020,104475.0,1534.0,1.052.143,6146.0,41.0,23.143,5.921.592,86.946,59.635,348.352,2.324,1.312,0.99,,,,,,,,,3845.0,231883.0,13.143,0.218,2956.0,0.168,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,20/8/2020,105508.0,1033.0,1.023.571,6200.0,54.0,27.143,5.980.142,58.55,58.016,351.413,3.061,1.538,0.98,,,,,,,,,3518.0,235401.0,13.342,0.199,2989.0,0.169,,,people tested,,,,,,,,,,76.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,21/8/2020,106481.0,973.0,1.010.286,6248.0,48.0,31.143,6.035.291,55.149,57.262,354.134,2.721,1.765,0.97,,,,,,,,,2757.0,238158.0,13.499,0.156,2955.0,0.167,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,22/8/2020,107089.0,608.0,914.429,6277.0,29.0,30.286,6.069.752,34.461,51.829,355.777,1.644,1.717,0.97,,,,,,,,,1608.0,239766.0,13.59,0.091,2658.0,0.151,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,23/8/2020,107769.0,680.0,889.571,6310.0,33.0,34.286,6.108.294,38.542,50.42,357.648,1.87,1.943,0.97,,,,,,,,,2348.0,242114.0,13.723,0.133,2610.0,0.148,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,24/8/2020,108289.0,520.0,934.0,6322.0,12.0,34.143,6.137.767,29.473,52.939,358.328,0.68,1.935,0.97,,,,,,,,,1323.0,243437.0,13.798,0.075,2657.0,0.151,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,25/8/2020,109030.0,741.0,869.857,6368.0,46.0,37.571,6.179.767,42.0,49.303,360.935,2.607,2.13,0.97,,,,,,,,,2546.0,245983.0,13.942,0.144,2564.0,0.145,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,26/8/2020,110549.0,1519.0,867.714,6410.0,42.0,37.714,6.265.863,86.096,49.182,363.316,2.381,2.138,0.97,,,,,,,,,3469.0,249452.0,14.139,0.197,2510.0,0.142,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
