iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
ECU,South America,Ecuador,27/8/2020,111219.0,670.0,815.857,6471.0,61.0,38.714,6.303.838,37.975,46.242,366.773,3.457,2.194,0.97,,,,,,,,,2080.0,251532.0,14.257,0.118,2304.0,0.131,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,28/8/2020,112141.0,922.0,808.571,6504.0,33.0,36.571,6.356.097,52.259,45.829,368.644,1.87,2.073,0.97,,,,,,,,,2444.0,253976.0,14.395,0.139,2260.0,0.128,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,29/8/2020,112906.0,765.0,831.0,6537.0,33.0,37.143,6.399.457,43.36,47.101,370.514,1.87,2.105,0.97,,,,,,,,,2236.0,256212.0,14.522,0.127,2349.0,0.133,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,30/8/2020,113648.0,742.0,839.857,6555.0,18.0,35.0,6.441.513,42.056,47.603,371.534,1.02,1.984,0.98,,,,,,,,,2054.0,258266.0,14.638,0.116,2307.0,0.131,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,31/8/2020,113767.0,119.0,782.571,6556.0,1.0,33.429,6.448.258,6.745,44.356,371.591,0.057,1.895,0.98,,,,,,,,,627.0,258893.0,14.674,0.036,2208.0,0.125,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,1/9/2020,114309.0,542.0,754.143,6571.0,15.0,29.0,6.478.978,30.72,42.744,372.441,0.85,1.644,0.99,,,,,,,,,1520.0,260413.0,14.76,0.086,2061.0,0.117,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/9/2020,115457.0,1148.0,701.143,6619.0,48.0,29.857,6.544.046,65.068,39.74,375.162,2.721,1.692,1.0,,,,,,,,,2828.0,263241.0,14.92,0.16,1970.0,0.112,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/9/2020,116360.0,903.0,734.429,6648.0,29.0,25.286,6.595.228,51.182,41.627,376.805,1.644,1.433,1.01,,,,,,,,,2399.0,265640.0,15.056,0.136,2015.0,0.114,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/9/2020,117175.0,815.0,719.143,6674.0,26.0,24.286,6.641.422,46.194,40.761,378.279,1.474,1.377,1.02,,,,,,,,,2352.0,267992.0,15.19,0.133,2002.0,0.113,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,5/9/2020,118045.0,870.0,734.143,6724.0,50.0,26.714,6.690.733,49.311,41.611,381.113,2.834,1.514,1.04,,,,,,,,,2626.0,270618.0,15.338,0.149,2058.0,0.117,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,6/9/2020,118045.0,0.0,628.143,6724.0,0.0,24.143,6.690.733,0.0,35.603,381.113,0.0,1.368,1.05,,,,,,,,,2363.0,272981.0,15.472,0.134,2102.0,0.119,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,7/9/2020,110092.0,-7953.0,-525.0,10576.0,3852.0,574.286,6.239.961,-450.772,-29.757,599.443,218.329,32.55,1.08,,,,,,,,,749.0,273730.0,15.515,0.042,2120.0,0.12,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,8/9/2020,110757.0,665.0,-507.429,10627.0,51.0,579.429,6.277.653,37.692,-28.761,602.333,2.891,32.842,1.11,,,,,,,,,1511.0,275241.0,15.601,0.086,2118.0,0.12,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,9/9/2020,112166.0,1409.0,-470.143,10701.0,74.0,583.143,6.357.514,79.861,-26.647,606.527,4.194,33.052,1.13,,,,,,,,,3698.0,278939.0,15.81,0.21,2243.0,0.127,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,10/9/2020,113206.0,1040.0,-450.571,10749.0,48.0,585.857,6.416.461,58.947,-25.538,609.248,2.721,33.206,1.15,,,,,,,,,2981.0,281920.0,15.979,0.169,2326.0,0.132,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,11/9/2020,114732.0,1526.0,-349.0,10836.0,87.0,594.571,6.502.954,86.493,-19.781,614.179,4.931,33.7,1.17,,,,,,,,,4836.0,286756.0,16.253,0.274,2681.0,0.152,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,12/9/2020,116451.0,1719.0,-227.714,10864.0,28.0,591.429,6.600.386,97.432,-12.907,615.766,1.587,33.522,1.18,,,,,,,,,4140.0,290896.0,16.488,0.235,2897.0,0.164,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,13/9/2020,118594.0,2143.0,78.429,10903.0,39.0,597.0,6721.85,121.464,4.445,617.977,2.211,33.838,1.18,,,,,,,,,3432.0,294328.0,16.682,0.195,3050.0,0.173,,,people tested,,,,,,,,,,73.61,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,14/9/2020,118911.0,317.0,1.259.857,10922.0,19.0,49.429,6.739.817,17.967,71.408,619.054,1.077,2.802,1.16,,,,,,,,,1046.0,295374.0,16.742,0.059,3092.0,0.175,0.407,2.5,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,15/9/2020,119553.0,642.0,1.256.571,10963.0,41.0,48.0,6.776.205,36.388,71.222,621.377,2.324,2.721,1.14,,,,,,,,,2013.0,297387.0,16.856,0.114,3164.0,0.179,0.397,2.5,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,16/9/2020,121525.0,1972.0,1337.0,10996.0,33.0,42.143,6.887.977,111.772,75.781,623.248,1.87,2.389,1.13,,,,,,,,,5210.0,302597.0,17.151,0.295,3380.0,0.192,0.396,2.5,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,17/9/2020,122257.0,732.0,1293.0,11029.0,33.0,40.0,6.929.467,41.489,73.287,625.118,1.87,2.267,1.11,,,,,,,,,6330.0,308927.0,17.51,0.359,3858.0,0.219,0.335,3.0,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,18/9/2020,124129.0,1872.0,1.342.429,11044.0,15.0,29.714,7.035.571,106.104,76.088,625.969,0.85,1.684,1.11,,,,,,,,,4648.0,313575.0,17.773,0.263,3831.0,0.217,0.35,2.9,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,19/9/2020,125620.0,1491.0,1.309.857,11084.0,40.0,31.429,7120.08,84.509,74.242,628.236,2.267,1.781,1.09,,,,,,,,,6664.0,320239.0,18.151,0.378,4192.0,0.238,0.312,3.2,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,20/9/2020,126419.0,799.0,1.117.857,11090.0,6.0,26.714,7.165.367,45.287,63.36,628.576,0.34,1.514,1.08,,,,,,,,,3440.0,323679.0,18.346,0.195,4193.0,0.238,0.267,3.8,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,21/9/2020,126711.0,292.0,1.114.286,11095.0,5.0,24.714,7.181.917,16.55,63.157,628.859,0.283,1.401,1.07,,,,,,,,,729.0,324408.0,18.387,0.041,4148.0,0.235,0.269,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,22/9/2020,127643.0,932.0,1.155.714,11126.0,31.0,23.286,7.234.743,52.825,65.505,630.616,1.757,1.32,1.06,,,,,,,,,2535.0,326943.0,18.531,0.144,4222.0,0.239,0.274,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,23/9/2020,129892.0,2249.0,1.195.286,11171.0,45.0,25.0,7.362.215,127.472,67.748,633.167,2.551,1.417,1.06,,,,,,,,,6145.0,333088.0,18.879,0.348,4356.0,0.247,0.274,3.6,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,24/9/2020,131146.0,1254.0,1.269.857,11213.0,42.0,26.286,7.433.291,71.076,71.975,635.547,2.381,1.49,1.04,,,,,,,,,4339.0,337427.0,19.125,0.246,4071.0,0.231,0.312,3.2,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,25/9/2020,132475.0,1329.0,1.192.286,11236.0,23.0,27.429,7.508.618,75.327,67.578,636.851,1.304,1.555,1.03,,,,,,,,,4397.0,341824.0,19.374,0.249,4036.0,0.229,0.295,3.4,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,26/9/2020,133981.0,1506.0,1.194.429,11273.0,37.0,27.0,7.593.977,85.359,67.7,638.948,2.097,1.53,1.02,,,,,,,,,5958.0,347782.0,19.712,0.338,3935.0,0.223,0.304,3.3,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,27/9/2020,134747.0,766.0,1.189.714,11279.0,6.0,27.0,7.637.394,43.417,67.432,639.288,0.34,1.53,1.0,,,,,,,,,2716.0,350498.0,19.866,0.154,3831.0,0.217,0.311,3.2,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,28/9/2020,134965.0,218.0,1.179.143,11280.0,1.0,26.429,7649.75,12.356,66.833,639.345,0.057,1.498,0.99,,,,,,,,,723.0,351221.0,19.907,0.041,3830.0,0.217,0.308,3.2,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,29/9/2020,135749.0,784.0,1158.0,11312.0,32.0,26.571,7.694.187,44.437,65.635,641.159,1.814,1.506,0.98,,,,,,,,,3380.0,354601.0,20.099,0.192,3951.0,0.224,0.293,3.4,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,30/9/2020,137047.0,1298.0,1.022.143,11355.0,43.0,26.286,7.767.757,73.57,57.935,643.596,2.437,1.49,0.98,,,,,,,,,5317.0,359918.0,20.4,0.301,3833.0,0.217,0.267,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,1/10/2020,138584.0,1537.0,1.062.571,11433.0,78.0,31.429,7.854.873,87.116,60.226,648.017,4.421,1.781,0.97,,,,,,,,,5085.0,365003.0,20.688,0.288,3939.0,0.223,0.27,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,2/10/2020,139534.0,950.0,1.008.429,11495.0,62.0,37.0,7.908.719,53.846,57.157,651.531,3.514,2.097,0.97,,,,,,,,,4543.0,369546.0,20.946,0.257,3960.0,0.224,0.255,3.9,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,3/10/2020,140351.0,817.0,910.0,11597.0,102.0,46.286,7.955.026,46.307,51.578,657.312,5.781,2.623,0.96,,,,,,,,,3268.0,372814.0,21.131,0.185,3576.0,0.203,0.254,3.9,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,4/10/2020,141034.0,683.0,898.143,11647.0,50.0,52.571,7.993.738,38.712,50.906,660.146,2.834,2.98,0.96,,,,,,,,,2461.0,375275.0,21.27,0.139,3540.0,0.201,0.254,3.9,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,5/10/2020,141339.0,305.0,910.571,11681.0,34.0,57.286,8.011.025,17.287,51.611,662.073,1.927,3.247,0.97,,,,,,,,,1020.0,376295.0,21.328,0.058,3582.0,0.203,0.254,3.9,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,6/10/2020,142056.0,717.0,901.0,11702.0,21.0,55.714,8.051.665,40.639,51.068,663.264,1.19,3.158,0.97,,,,,,,,,2576.0,378871.0,21.474,0.146,3467.0,0.197,0.26,3.8,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,7/10/2020,143531.0,1475.0,926.286,11743.0,41.0,55.429,8.135.267,83.602,52.501,665.587,2.324,3.142,0.97,,,,,,,,,5215.0,384086.0,21.77,0.296,3453.0,0.196,0.268,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,8/10/2020,145045.0,1514.0,923.0,12141.0,398.0,101.143,8221.08,85.813,52.315,688.146,22.558,5.733,0.97,,,,,,,,,4780.0,388866.0,22.041,0.271,3409.0,0.193,0.271,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,9/10/2020,145848.0,803.0,902.0,12175.0,34.0,97.143,8.266.593,45.514,51.125,690.073,1.927,5.506,0.97,,,,,,,,,3768.0,392634.0,22.254,0.214,3298.0,0.187,0.273,3.7,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,10/10/2020,146828.0,980.0,925.286,12188.0,13.0,84.429,8.322.139,55.546,52.445,690.81,0.737,4.785,0.97,,,,,,,,,5946.0,398580.0,22.591,0.337,3681.0,0.209,0.251,4.0,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,11/10/2020,147033.0,205.0,857.0,12191.0,3.0,77.714,8.333.758,11.619,48.574,690.98,0.17,4.405,0.97,,,,,,,,,1041.0,399621.0,22.65,0.059,3478.0,0.197,0.246,4.1,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,12/10/2020,147315.0,282.0,853.714,12218.0,27.0,76.714,8.349.742,15.984,48.388,692.51,1.53,4.348,0.98,,,,,,,,,1001.0,400622.0,22.707,0.057,3475.0,0.197,0.246,4.1,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,13/10/2020,148171.0,856.0,873.571,12235.0,17.0,76.143,8398.26,48.518,49.514,693.474,0.964,4.316,0.99,,,,,,,,,2780.0,403402.0,22.865,0.158,3504.0,0.199,0.249,4.0,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,14/10/2020,149083.0,912.0,793.143,12264.0,29.0,74.429,8.449.951,51.692,44.955,695.118,1.644,4.219,1.0,,,,,,,,,4493.0,407895.0,23.119,0.255,3401.0,0.193,0.233,4.3,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,15/10/2020,150360.0,1277.0,759.286,12306.0,42.0,23.571,8.522.331,72.38,43.036,697.498,2.381,1.336,1.01,,,,,,,,,5167.0,413062.0,23.412,0.293,3457.0,0.196,0.22,4.6,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,16/10/2020,151659.0,1299.0,830.143,12357.0,51.0,26.0,8.595.958,73.627,47.052,700.389,2.891,1.474,1.02,,,,,,,,,4556.0,417618.0,23.67,0.258,3569.0,0.202,0.233,4.3,people tested,,,,,,,,,,51.39,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,17/10/2020,152422.0,763.0,799.143,12375.0,18.0,26.714,8.639.204,43.246,45.295,701.409,1.02,1.514,1.02,,,,,,,,,2900.0,420518.0,23.835,0.164,3134.0,0.178,0.255,3.9,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,18/10/2020,153289.0,867.0,893.714,12387.0,12.0,28.0,8.688.345,49.141,50.655,702.089,0.68,1.587,1.03,,,,,,,,,4357.0,424875.0,24.082,0.247,3608.0,0.204,0.248,4.0,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,19/10/2020,153423.0,134.0,872.571,12395.0,8.0,25.286,8.695.941,7.595,49.457,702.543,0.453,1.433,1.04,,,,,,,,,566.0,425441.0,24.114,0.032,3546.0,0.201,0.246,4.1,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,20/10/2020,154115.0,692.0,849.143,12404.0,9.0,24.143,8.735.163,39.222,48.129,703.053,0.51,1.368,1.05,,,,,,,,,2131.0,427572.0,24.235,0.121,3453.0,0.196,0.246,4.1,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,21/10/2020,155625.0,1510.0,934.571,12453.0,49.0,27.0,8.820.749,85.586,52.971,705.83,2.777,1.53,1.06,,,,,,,,,6148.0,433720.0,24.583,0.348,3689.0,0.209,0.253,3.9,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,22/10/2020,156451.0,826.0,870.143,12500.0,47.0,27.714,8.867.566,46.817,49.319,708.494,2.664,1.571,1.07,,,,,,,,,4673.0,438393.0,24.848,0.265,3619.0,0.205,0.24,4.2,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,23/10/2020,158270.0,1819.0,944.429,12528.0,28.0,24.429,8.970.666,103.1,53.53,710.081,1.587,1.385,1.08,,,,,,,,,9421.0,447814.0,25.382,0.534,4314.0,0.245,0.219,4.6,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,24/10/2020,159614.0,1344.0,1.027.429,12542.0,14.0,23.857,9.046.843,76.177,58.234,710.874,0.794,1.352,1.08,,,,,,,,,7363.0,455177.0,25.799,0.417,4951.0,0.281,0.208,4.8,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,25/10/2020,161635.0,2021.0,1.192.286,12553.0,11.0,23.714,9.161.393,114.549,67.578,711.498,0.623,1.344,1.08,,,,,,,,,10124.0,465301.0,26.373,0.574,5775.0,0.327,0.206,4.8,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,26/10/2020,162178.0,543.0,1.250.714,12573.0,20.0,25.429,9192.17,30.777,70.89,712.631,1.134,1.441,1.06,,,,,,,,,1421.0,466722.0,26.454,0.081,5897.0,0.334,0.212,4.7,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,27/10/2020,163192.0,1014.0,1.296.714,12588.0,15.0,26.286,9.249.643,57.473,73.497,713.482,0.85,1.49,1.04,,,,,,,,,4557.0,471279.0,26.712,0.258,6244.0,0.354,0.208,4.8,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,28/10/2020,164908.0,1716.0,1.326.143,12608.0,20.0,22.143,9.346.905,97.262,75.165,714.615,1.134,1.255,1.02,,,,,,,,,6215.0,477494.0,27.064,0.352,6253.0,0.354,0.212,4.7,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,29/10/2020,166302.0,1394.0,1.407.286,12622.0,14.0,17.429,9.425.916,79.011,79.764,715.409,0.794,0.988,1.01,,,,,,,,,6957.0,484451.0,27.458,0.394,6580.0,0.373,0.214,4.7,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,30/10/2020,167147.0,845.0,1.268.143,12632.0,10.0,14.857,9473.81,47.894,71.878,715.976,0.567,0.842,0.99,,,,,,,,,3446.0,487897.0,27.654,0.195,5726.0,0.325,0.221,4.5,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,31/10/2020,168192.0,1045.0,1.225.429,12670.0,38.0,18.286,9533.04,59.23,69.457,718.129,2.154,1.036,0.97,,,,,,,,,5435.0,493332.0,27.962,0.308,5451.0,0.309,0.225,4.4,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
ECU,South America,Ecuador,1/11/2020,169194.0,1002.0,1.079.857,12684.0,14.0,18.714,9.589.833,56.793,61.206,718.923,0.794,1.061,0.96,,,,,,,,,3751.0,497083.0,28.174,0.213,4540.0,0.257,0.238,4.2,people tested,,,,,,,,,,52.78,17643060.0,66.939,28.1,7.104,4.458,10.581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759
